Hari,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
28-11-2019,20.0,30.5,24.7,78.0,8888.0,4.7,3.0,140.0,1.0,NW
29-11-2019,21.0,31.3,25.5,75.0,0.2,4.5,5.0,120.0,2.0,C 
30-11-2019,21.0,32.2,24.5,76.0,0.0,5.2,3.0,120.0,1.0,C 
01-12-2019,21.0,30.4,24.7,78.0,0.8,5.3,3.0,200.0,1.0,C 
02-12-2019,20.0,29.6,24.2,81.0,0.2,5.1,2.0,280.0,1.0,C 
03-12-2019,21.0,29.8,24.1,81.0,8888.0,2.5,3.0,290.0,2.0,W 
04-12-2019,21.0,31.0,24.0,82.0,13.0,3.2,4.0,240.0,1.0,C 
05-12-2019,21.0,29.8,24.7,82.0,14.6,5.6,5.0,290.0,1.0,C 
06-12-2019,22.0,29.8,24.4,82.0,0.2,3.8,3.0,100.0,1.0,C 
07-12-2019,21.0,28.0,23.2,88.0,12.2,1.2,5.0,240.0,1.0,C 
08-12-2019,21.0,32.6,25.1,77.0,9.2,0.5,5.0,120.0,2.0,SE
09-12-2019,21.0,31.2,25.1,74.0,0.2,7.4,3.0,100.0,2.0,SE
10-12-2019,21.0,28.6,24.0,82.0,0.0,4.8,3.0,320.0,1.0,C 
11-12-2019,20.0,32.3,23.8,78.0,8888.0,4.8,7.0,120.0,3.0,SE
12-12-2019,20.0,27.7,23.6,82.0,0.0,5.7,5.0,260.0,2.0,W 
13-12-2019,20.0,30.2,23.0,82.0,0.0,0.9,4.0,290.0,1.0,C 
14-12-2019,20.0,29.6,23.2,84.0,57.0,5.2,3.0,240.0,1.0,C 
15-12-2019,20.0,28.4,23.4,84.0,8.0,4.9,2.0,90.0,1.0,C 
16-12-2019,21.0,27.0,23.2,88.0,0.6,2.2,3.0,280.0,1.0,W 
17-12-2019,21.0,29.0,23.2,88.0,12.0,0.1,5.0,270.0,1.0,C 
18-12-2019,20.0,29.4,22.8,86.0,28.2,3.0,5.0,140.0,2.0,C 
19-12-2019,19.0,29.4,23.3,85.0,23.0,6.1,3.0,120.0,1.0,C 
20-12-2019,21.0,30.6,23.8,84.0,14.6,2.9,6.0,270.0,2.0,W 
21-12-2019,20.0,32.0,24.7,77.0,5.0,5.8,3.0,310.0,1.0,W 
22-12-2019,21.0,29.6,23.0,84.0,1.0,7.9,3.0,270.0,1.0,C 
23-12-2019,20.0,30.4,24.0,80.0,54.8,3.5,3.0,210.0,1.0,C 
24-12-2019,20.0,30.0,23.9,82.0,0.0,6.0,3.0,290.0,1.0,C 
25-12-2019,21.0,29.4,23.7,82.0,5.6,4.0,4.0,230.0,1.0,C 
26-12-2019,21.0,29.2,23.2,86.0,1.4,2.9,2.0,240.0,1.0,C 
27-12-2019,21.0,28.4,22.4,93.0,2.2,3.6,3.0,340.0,1.0,C 
28-12-2019,20.0,27.8,22.2,92.0,40.4,3.0,3.0,280.0,1.0,C 
29-12-2019,20.0,29.0,24.2,78.0,10.5,1.9,5.0,240.0,2.0,W 
30-12-2019,21.0,28.6,24.4,80.0,0.0,3.0,3.0,310.0,1.0,C 
31-12-2019,22.0,30.0,23.4,88.0,0.8,2.4,3.0,270.0,0.0,C 
